   0.00000	    0.10776
   0.00062	    0.10776
   0.00120	    0.10776
   0.00178	    0.10776
   0.00303	    0.10776
   0.00428	    0.10776
   0.00553	    0.10776
   0.00807	    0.10776
   0.01060	    0.10776
   0.01314	    0.10776
   0.01568	    0.10776
   0.02070	    0.10776
   0.02571	    0.10776
   0.03073	    0.10776
   0.03575	    0.10776
   0.04748	    0.10776
   0.05920	    0.10776
   0.07092	    0.10776
   0.08265	    0.10776
   0.14020	    0.10776
   0.19775	    0.10776
   0.25531	    0.10776
   0.31286	    0.10776
   0.41921	    0.10776
   0.52556	    0.10776
   0.63191	    0.10776
   0.73826	    0.10776
   0.84460	    0.10776
   0.97645	    0.10776
   1.10830	    0.10776
   1.24015	    0.10776
   1.37200	    0.10777
   1.50384	    0.10777
   1.63569	    0.10777
   1.74078	    0.10777
   1.84587	    0.10777
   1.92541	    0.10777
   2.00494	    0.10777
   2.08447	    0.10777
   2.14788	    0.10777
   2.21130	    0.10777
   2.27471	    0.10777
   2.32648	    0.10777
   2.37825	    0.10778
   2.43002	    0.10778
   2.47126	    0.10778
   2.51249	    0.10778
   2.55372	    0.10778
   2.58611	    0.10778
   2.61850	    0.10778
   2.65089	    0.10778
   2.68329	    0.10778
   2.70860	    0.10778
   2.73391	    0.10778
   2.75922	    0.10778
   2.78453	    0.10778
   2.80985	    0.10779
   2.83030	    0.10779
   2.85076	    0.10779
   2.87121	    0.10779
   2.89166	    0.10779
   2.91212	    0.10779
   2.93257	    0.10779
   2.94949	    0.10779
   2.96640	    0.10779
   2.97911	    0.10779
   2.98951	    0.10780
   2.99818	    0.10780
   3.00104	    0.10780
   3.00390	    0.10780
   3.00676	    0.10780
   3.00962	    0.10780
   3.01247	    0.10780
   3.01963	    0.10780
   3.02678	    0.10780
   3.03393	    0.10780
   3.04108	    0.10780
   3.04824	    0.10780
   3.05598	    0.10780
   3.06155	    0.10781
   3.06711	    0.10781
   3.07167	    0.10781
   3.07624	    0.10781
   3.08080	    0.10781
   3.08536	    0.10781
   3.08992	    0.10781
   3.09449	    0.10781
   3.09905	    0.10781
   3.10361	    0.10782
   3.10818	    0.10782
   3.11274	    0.10782
   3.11730	    0.10782
   3.12193	    0.10782
   3.12655	    0.10782
   3.13117	    0.10783
   3.13468	    0.10783
   3.13819	    0.10783
   3.14169	    0.10783
   3.14426	    0.10783
   3.14630	    0.10783
   3.14834	    0.10783
   3.15038	    0.10783
   3.15242	    0.10784
   3.15446	    0.10784
   3.15905	    0.10784
   3.16364	    0.10784
   3.16822	    0.10784
   3.17281	    0.10785
   3.17740	    0.10785
   3.18199	    0.10785
   3.18892	    0.10786
   3.19586	    0.10786
   3.20279	    0.10787
   3.20972	    0.10787
   3.21666	    0.10788
   3.22359	    0.10788
   3.23053	    0.10789
   3.24111	    0.10790
   3.25170	    0.10791
   3.26229	    0.10792
   3.27287	    0.10793
   3.28346	    0.10794
   3.29404	    0.10795
   3.30463	    0.10795
   3.31840	    0.10797
   3.33217	    0.10798
   3.34593	    0.10799
   3.35970	    0.10800
   3.37347	    0.10801
   3.38723	    0.10803
   3.40100	    0.10804
   3.41821	    0.10805
   3.43543	    0.10807
   3.45264	    0.10808
   3.46985	    0.10810
   3.48706	    0.10811
   3.50428	    0.10813
   3.52149	    0.10815
   3.53870	    0.10816
   3.55591	    0.10818
   3.57344	    0.10819
   3.59096	    0.10821
   3.60848	    0.10822
   3.62601	    0.10824
   3.64353	    0.10825
   3.66105	    0.10827
   3.68632	    0.10829
   3.71159	    0.10831
   3.73685	    0.10834
   3.76212	    0.10836
   3.78739	    0.10838
   3.81265	    0.10840
   3.84534	    0.10843
   3.87802	    0.10846
   3.91070	    0.10849
   3.94338	    0.10851
   3.97606	    0.10854
   4.00874	    0.10857
   4.04143	    0.10860
   4.08243	    0.10863
   4.12342	    0.10867
   4.16442	    0.10870
   4.20542	    0.10874
   4.24642	    0.10877
   4.28742	    0.10880
   4.32842	    0.10884
   4.37770	    0.10888
   4.42699	    0.10892
   4.47627	    0.10896
   4.52555	    0.10900
   4.57484	    0.10904
   4.62412	    0.10908
   4.67340	    0.10911
   4.73991	    0.10917
   4.80641	    0.10922
   4.87292	    0.10927
   4.93942	    0.10932
   4.96484	    0.10934
   4.99026	    0.10936
   4.99596	    0.10936
   4.99924	    0.10937
   4.99976	    0.10937
   5.00027	    0.10937
   5.00067	    0.10937
   5.00106	    0.10937
   5.00146	    0.10937
   5.00185	    0.10937
   5.00225	    0.10937
   5.00264	    0.10937
   5.00338	    0.10937
   5.00411	    0.10937
   5.00485	    0.10937
   5.00558	    0.10937
   5.00632	    0.10937
   5.00988	    0.10938
   5.01344	    0.10938
   5.01700	    0.10938
   5.02056	    0.10938
   5.03832	    0.10940
   5.05608	    0.10941
   5.07384	    0.10943
   5.09160	    0.10944
   5.13052	    0.10947
   5.16944	    0.10951
   5.20835	    0.10954
   5.24727	    0.10958
   5.33533	    0.10966
   5.42339	    0.10975
   5.51145	    0.10984
   5.59950	    0.10993
   5.68756	    0.11003
   5.79519	    0.11015
   5.90282	    0.11027
   6.01045	    0.11040
